query,_id,_score,name,summary,symbol
ENSG00000015413,1800,20.187975,dipeptidase 1,"The protein encoded by this gene is a kidney membrane enzyme involved in the metabolism of glutathione and other similar proteins by dipeptide hydrolysis. The encoded protein is known to regulate leukotriene activity by catalyzing the conversion of leukotriene D4 to leukotriene E4. This protein uses zinc as a cofactor and acts as a disulfide-linked homodimer. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jan 2012].",DPEP1
ENSG00000261793,ENSG00000261793,21.009628,,,AL929554.1
ENSG00000180999,92346,20.22052,chromosome 1 open reading frame 105,,C1orf105
ENSG00000184544,201140,20.210897,dehydrogenase/reductase 7C,,DHRS7C
ENSG00000165072,256691,20.123207,MAM domain containing 2,,MAMDC2
ENSG00000180305,140832,20.132837,WAP four-disulfide core domain 10A,"This gene encodes a member of the WAP-type four-disulfide core (WFDC) domain family. The WFDC domain, or WAP signature motif, contains eight cysteines forming four disulfide bonds at the core of the protein, and functions as a protease inhibitor. Most WFDC gene members are localized to chromosome 20q12-q13 in two clusters: centromeric and telomeric. This gene belongs to the telomeric cluster. [provided by RefSeq, Jul 2008].",WFDC10A
ENSG00000100146,6663,19.621964,SRY-box 10,"This gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional activator after forming a protein complex with other proteins. This protein acts as a nucleocytoplasmic shuttle protein and is important for neural crest and peripheral nervous system development. Mutations in this gene are associated with Waardenburg-Shah and Waardenburg-Hirschsprung disease. [provided by RefSeq, Jul 2008].",SOX10
ENSG00000188064,7477,19.54568,Wnt family member 7B,"This gene is a member of the WNT gene family, which consists of structurally related genes that encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. Among members of the human WNT family, this gene product is most similar to WNT7A protein. [provided by RefSeq, Oct 2008].",WNT7B
ENSG00000078114,10529,20.22052,nebulette,"This gene encodes a nebulin like protein that is abundantly expressed in cardiac muscle. The encoded protein binds actin and interacts with thin filaments and Z-line associated proteins in striated muscle. This protein may be involved in cardiac myofibril assembly. A shorter isoform of this protein termed LIM nebulette is expressed in non-muscle cells and may function as a component of focal adhesion complexes. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2010].",NEBL
ENSG00000259384,2688,19.689363,growth hormone 1,"The protein encoded by this gene is a member of the somatotropin/prolactin family of hormones which play an important role in growth control. The gene, along with four other related genes, is located at the growth hormone locus on chromosome 17 where they are interspersed in the same transcriptional orientation; an arrangement which is thought to have evolved by a series of gene duplications. The five genes share a remarkably high degree of sequence identity. Alternative splicing generates additional isoforms of each of the five growth hormones, leading to further diversity and potential for specialization. This particular family member is expressed in the pituitary but not in placental tissue as is the case for the other four genes in the growth hormone locus. Mutations in or deletions of the gene lead to growth hormone deficiency and short stature. [provided by RefSeq, Jul 2008].",GH1
ENSG00000188508,388533,20.218142,keratinocyte differentiation associated protein,"This gene encodes a protein which may function in the regulation of keratinocyte differentiation and maintenance of stratified epithelia. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011].",KRTDAP
ENSG00000183844,54097,20.123585,family with sequence similarity 3 member B,,FAM3B
ENSG00000160181,7032,19.611578,trefoil factor 2,"Members of the trefoil family are characterized by having at least one copy of the trefoil motif, a 40-amino acid domain that contains three conserved disulfides. They are stable secretory proteins expressed in gastrointestinal mucosa. Their functions are not defined, but they may protect the mucosa from insults, stabilize the mucus layer and affect healing of the epithelium. The encoded protein inhibits gastric acid secretion. This gene and two other related trefoil family member genes are found in a cluster on chromosome 21. [provided by RefSeq, Jul 2008].",TFF2
ENSG00000197153,8356,19.228567,histone cluster 1 H3 family member j,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H3 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015].",HIST1H3J
ENSG00000124935,10647,19.698988,secretoglobin family 1D member 2,"The protein encoded by this gene is a member of the lipophilin subfamily, part of the uteroglobin superfamily, and is an ortholog of prostatein, the major secretory glycoprotein of the rat ventral prostate gland. Lipophilin gene products are widely expressed in normal tissues, especially in endocrine-responsive organs. Assuming that human lipophilins are the functional counterparts of prostatein, they may be transcriptionally regulated by steroid hormones, with the ability to bind androgens, other steroids and possibly bind and concentrate estramustine, a chemotherapeutic agent widely used for prostate cancer. Although the gene has been reported to be on chromosome 10, this sequence appears to be from a cluster of genes on chromosome 11 that includes mammaglobin 2. [provided by RefSeq, Jul 2008].",SCGB1D2
ENSG00000111245,4633,20.219328,myosin light chain 2,"Thus gene encodes the regulatory light chain associated with cardiac myosin beta (or slow) heavy chain. Ca+ triggers the phosphorylation of regulatory light chain that in turn triggers contraction. Mutations in this gene are associated with mid-left ventricular chamber type hypertrophic cardiomyopathy. [provided by RefSeq, Jul 2008].",MYL2
ENSG00000103888,57214,20.129025,cell migration inducing hyaluronidase 1,,CEMIP
ENSG00000186007,93273,20.918093,LEM domain containing 1,,LEMD1
ENSG00000100665,5267,19.692942,serpin family A member 4,,SERPINA4
ENSG00000168875,8403,20.221489,SRY-box 14,"This intronless gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional regulator after forming a protein complex with other proteins. Mutations in this gene are suggested to be responsible for the limb defects associated with blepharophimosis, ptosis, epicanthus inversus syndrome (BPES) and Mobius syndrome. [provided by RefSeq, Jul 2008].",SOX14
ENSG00000197157,27044,19.225105,staphylococcal nuclease and tudor domain containing 1,"This gene encodes a transcriptional co-activator that interacts with the acidic domain of Epstein-Barr virus nuclear antigen 2 (EBNA 2), a transcriptional activator that is required for B-lymphocyte transformation. Other transcription factors that interact with this protein are signal transducers and activators of transcription, STATs. This protein is also thought to be essential for normal cell growth. A similar protein in mammals and other organisms is a component of the RNA-induced silencing complex (RISC). [provided by RefSeq, Jul 2016].",SND1
